Date,Day,Reactor,SampleID in BioProject PRJNA1197561 (NCBI),Temp (¢XC),pH,ORP (mV),EC (mS/cm),Alkalinity (mg CaCO3/L),Inf Nacl (%),Inf Sucrose (mg/L),Inf aspartic acid (mg/L),Eff Formate (mg/L),Eff Acetate (mg/L),Eff Propionate (mg/L),Eff Isobutyrate (mg/L),Eff Butyrate (mg/L),Eff Isovalerate (mg/L),Eff COD (mg/L),"Gas production (L/day, NTP)",H2 (%),N2 (%),CH4 (%),CO2 (%),DNA Concentration (ng/uL),measured HRT (day),measured ORL(kg-COD/m3/day)
2022/10/6,5,D3,Daughter3_D005,33.06,6.72,-443.26,6.88,1643.25,0.2,2000,0,1.31,0,0,0,0,0,100,0.4418,0.00E+00,20.33,59.97,19.7,274.634,2.05,0.79
2022/10/7,6,D3,Daughter3_D006,33.17,6.56,-431.87,7.06,1545.1,0.4,2000,0,1.21,0,0,1.75,0,0,50,0.5472,0.00E+00,16.12,60.24,23.65,97.601,2.01,1.16
2022/10/8,7,D3,Daughter3_D007,33.04,6.49,-428.3,7.96,1509.5,0.4,2000,0,0.43,24.45,12.56,2.21,0,0,130,0.5499,0.00E+00,21.47,56.93,21.6,254.245,2.02,1.17
2022/10/9,8,D3,Daughter3_D008,33.2,6.46,-428.41,8.53,1445.3,0.4,2000,0,0.69,40.83,26.65,1.95,0,0,120,0.5728,0.00E+00,19.31,57.67,23.02,319.659,2.07,1.11
2022/10/10,9,D3,Daughter3_D009,33.15,6.45,-327.72,8.97,1403,0.4,2000,0,0,73.43,55.3,6.25,0,2.22,300,0.4214,0.00E+00,31.26,51.57,17.16,302.188,2.06,1.18
2022/10/11,10,D3,Daughter3_D010,33.39,6.41,-316.5,9.29,1405.55,0.4,2000,0,29.18,122.36,103.44,0,0,0,210,0.3764,0.00E+00,18.93,56.35,24.72,309.428,2.08,1.16
2022/10/12,11,D3,Daughter3_D011,33.09,6.42,-359.48,9.69,1395.55,0.6,2000,0,1.85,92.33,87.66,5.77,1.01,4.55,490,0.5471,0.00E+00,18.54,56.56,24.9,272.438,2.06,1.17
2022/10/13,12,D3,Daughter3_D012,34.03,6.41,-396.13,10.93,1408.65,0.6,2000,0,1.13,78.88,72.46,4.85,0,5.21,130,0.6651,0.00E+00,16.27,56.37,27.36,338.588,2.03,1.13
2022/10/14,13,D3,Daughter3_D013,33.35,6.4,-415.44,11.74,1420.3,0.6,2000,0,1.3,77.47,74.41,4.99,0.79,4.34,290,0.5899,0.00E+00,17.88,56.78,25.35,291.687,2.06,1.17
2022/10/15,14,D3,Daughter3_D014,33.1,6.4,-419.19,12.17,1444.75,0.6,2000,0,1.18,76.52,73.58,5.18,0,4.42,320,0.5891,0.00E+00,22.7,56.83,20.47,278.176,2.07,1.18
2022/10/16,15,D3,Daughter3_D015,33.16,6.39,-419.83,12.42,1425.1,0.6,2000,0,1.26,75.72,79.4,4.71,0,4.59,150,0.6365,0.00E+00,14.11,58.07,27.81,283.692,2.07,1.16
2022/10/17,16,D3,Daughter3_D016,33.02,6.38,-418.22,12.94,1442.6,0.8,2000,0,1.42,80.61,83.13,5.09,0.79,5.14,290,0.6377,0.00E+00,13.37,56.72,29.91,319.459,2.03,1.16
2022/10/18,17,D3,Daughter3_D017,33.06,6.37,-303.5,14.08,1445.5,0.8,2000,0,1.22,114.71,118.85,5.54,1.5,6.84,350,0.4066,0.00E+00,23.62,53.83,22.56,307.492,2.05,1.17
2022/10/19,18,D3,Daughter3_D018,32.63,6.36,-332.95,14.83,1445.05,0.8,2000,0,1.25,126.45,146.87,6.45,2.43,7.98,400,0.5636,0.00E+00,17.13,56.1,26.77,331.031,2.11,1.17
2022/10/20,19,D3,Daughter3_D019,33.2,6.36,-383.26,15.21,1429.15,0.8,2000,0,1.21,93.58,105.89,0,0.84,6.24,330,0.6048,0.00E+00,15.83,56.77,27.4,308.868,2.15,1.15
2022/10/21,20,D3,Daughter3_D020,33.38,6.37,-407.63,15.72,1473.45,0.8,2000,0,,,,,,,220,0.692,0.00E+00,15.45,56.86,27.69,317.505,2.12,1.17
2022/10/22,21,D3,Daughter3_D021,33.17,6.38,-407.89,15.9,1472.9,1,2000,0,1.21,72.87,99.32,4.65,0.53,4.94,270,0.671,0.00E+00,13.67,56.15,30.18,306.624,2.18,0.86
2022/10/23,22,D3,Daughter3_D022,33.77,6.36,-404.93,16.91,1514.75,1,2000,0,0.5,65.57,89.97,5.01,0,4.7,160,0.7572,0.00E+00,14.48,56.95,28.57,46.762,2.13,1.2
2022/10/24,23,D3,Daughter3_D023,33.61,6.37,-404.24,17.59,1514.75,1,2000,0,1.09,59.49,103.66,5.45,0,4.74,370,0.8254,0.00E+00,13.82,56.73,29.44,328.646,2.09,1.15
2022/10/25,24,D3,Daughter3_D024,33.54,6.35,-320.94,18.64,1504.2,1,2000,0,0.99,74.47,121.13,6.48,0,6.24,340,0.4336,0.00E+00,20.51,54.34,25.15,359.329,1.98,1.16
2022/10/26,25,D3,Daughter3_D025,33.66,6.34,-391.47,18.69,1516.25,1,2000,0,1.04,76,151.28,7.26,0,7.84,390,0.7241,0.00E+00,21.12,55.89,22.99,279.057,2.13,1.15
2022/10/27,26,D3,Daughter3_D026,33.96,6.34,-413.18,19.09,1516.2,1.2,2000,0,0,48.68,0,5.01,0,0,300,0.6627,0.00E+00,15.1,56.96,27.94,307.15,2.15,1.12
2022/10/28,27,D3,Daughter3_D027,33.72,6.35,-410.67,19.8,1513.4,1.2,2000,0,0.23,35.44,103.02,8.47,0,4.81,,0.7301,0.00E+00,14.47,56.69,28.84,321.038,2.12,1.19
2022/10/29,28,D3,Daughter3_D028,33.53,6.33,-409.39,20,1440.7,1.2,2000,0,1.73,33.92,140.33,5.01,1.33,4.4,460,0.7,4.22E-02,15,57.04,27.92,329.529,2.08,1.19
2022/10/30,29,D3,Daughter3_D029,33.5,6.34,-410.17,20.7,1451.55,1.2,2000,0,1.48,32.96,134.87,4.85,0,2.43,350,0.7046,0.00E+00,15.11,56.7,28.19,322.937,2.18,1.12
2022/10/31,30,D3,Daughter3_D030,32.93,6.35,-409.74,20.7,1447.6,1.2,2000,0,1.2,27.7,145.36,4.39,0,1.45,390,0.6426,0.00E+00,16.07,57.44,26.49,263.322,2.16,1.16
2022/11/1,31,D3,Daughter3_D031,33.35,6.34,-409.54,21.8,1441.8,1.4,2000,0,1.02,26.48,186.13,4.85,0,1.31,390,0.6441,0.00E+00,11.39,56.75,31.86,166.825,2.17,1.11
2022/11/2,32,D3,Daughter3_D032,33.34,6.32,-408.81,22.1,1437.7,1.4,2000,0,1.81,24.6,204.2,4.16,0.86,2.84,280,0.6232,4.56E-02,14.7,55.89,29.36,372.683,2.19,1.24
2022/11/3,33,D3,Daughter3_D033,32.56,6.32,-406.86,23.2,1440.9,1.4,2000,0,2.26,24.74,218.35,3.64,0,1.59,420,0.5477,0.00E+00,15.31,57.06,27.63,320.385,2.2,1.29
2022/11/4,34,D3,Daughter3_D034,33.22,6.3,-405.61,23.3,1401.85,1.4,2000,0,1.05,15.29,141.14,0,0,0,520,0.5764,0.00E+00,15.76,55.89,28.35,295.494,2.17,1.05
2022/11/5,35,D3,Daughter3_D035,33.2,6.3,-406.38,23.8,1421.55,1.4,2000,0,1.75,23.04,249.64,4.93,0,0,370,0.6207,0.00E+00,30.94,50.95,18.11,282.076,2.17,1.15
2022/11/6,36,D3,Daughter3_D036,33.23,6.31,-407.54,24.3,1439.95,1.6,2000,0,1.91,15.78,155.7,0,0,2.24,360,0.7089,6.31E-02,12.99,54.34,32.61,277.552,2.19,1.13
2022/11/7,37,D3,Daughter3_D037,33.51,6.3,-398.04,25.6,1472.5,1.6,2000,0,1.73,18.71,219.02,6.2,0,1.59,410,0.6885,4.46E-02,27.51,49.33,23.11,291.93,2.2,1.16
2022/11/8,38,D3,Daughter3_D038,33.79,6.3,-387.91,26.2,1444.65,1.6,2000,0,2.01,40.68,198.83,5.47,0.74,2.14,450,0.4566,8.14E-02,24.84,50.66,24.42,212.379,2.17,1.15
2022/11/9,39,D3,Daughter3_D039,33.57,6.3,-397.23,25.7,1456.95,1.6,2000,0,1.48,38.27,206.57,5.82,0.44,2.56,390,0.5299,8.23E-02,16.12,55.34,28.45,290.705,2.08,1.16
2022/11/10,40,D3,Daughter3_D040,33.73,6.3,-414.23,26.2,1420.9,1.6,2000,0,1.29,28.12,198.29,4.78,0,2.32,470,0.6922,8.41E-02,17.24,55.52,27.16,298.608,2.45,1.16
2022/11/11,41,D3,Daughter3_D041,33.34,6.29,-406.91,27.2,1453.6,1.8,2000,0,1.84,33.68,253.32,7.12,0.88,2.92,560,0.5757,0.00E+00,17.24,56.16,26.61,295.183,2.21,1.16
2022/11/12,42,D3,Daughter3_D042,32.66,6.28,-356.47,28.4,1416.55,1.8,2000,0,2.1,40.34,229.42,5.26,1.23,3.1,460,0.4855,1.58E-01,15.49,56.31,28.04,287.388,2.33,1.12
2022/11/13,43,D3,Daughter3_D043,33.96,6.25,-415.42,29,1376.3,1.8,2000,0,1.32,33.32,221.25,5.32,1.03,2.76,480,0.7073,4.51E-02,15.02,56.72,28.21,312.575,2.23,1.17
2022/11/14,44,D3,Daughter3_D044,33.37,6.26,-402,29,1442.3,1.8,2000,0,1.72,34.28,246.29,6,1.11,2.85,550,0.6968,6.04E-02,16.32,56.05,27.57,279.797,2.3,1.16
2022/11/15,45,D3,Daughter3_D045,33.7,6.31,-372.95,29.7,1438.85,1.8,2000,0,1.98,41.81,239.22,6.37,1.27,3.57,480,0.6562,0.00E+00,17.26,55.56,27.18,331.026,2.22,1.14
2022/11/16,46,D3,Daughter3_D046,33.23,6.31,-420.43,30.3,1443,2,2000,0,2.93,36.63,236.8,6.33,1.07,3.23,980,0.614,8.72E-02,19.11,56.34,24.46,287.986,2.27,1.15
2022/11/17,47,D3,Daughter3_D047,33.67,6.31,-419.79,30.9,1435.5,2,2000,0,1.79,29.61,202.92,4.54,0,2.38,420,0.6452,0.00E+00,17.59,56.29,26.12,296.355,2.26,1.17
2022/11/18,48,D3,Daughter3_D048,33.5,6.3,-422.23,31.8,1433.25,2,2000,0,1.81,27.75,210.14,4.05,0,1.86,570,0.5247,0.00E+00,17.95,57.02,25.04,256.186,2.45,1.16
2022/11/19,49,D3,Daughter3_D049,33.67,6.29,-424.17,31.8,1459.9,2,2000,0,0.33,33.74,268.26,2.61,0,0,460,0.4561,0.00E+00,13.55,58.16,28.29,319.241,2.26,1.14
2022/11/20,50,D3,Daughter3_D050,33.36,6.28,-409.58,32.1,1428.6,2,2000,0,1.63,32.09,306.02,4.74,0.99,3.21,540,0.5959,0.00E+00,11.87,58.31,29.82,342.649,2.3,1.14
2022/11/21,51,D3,Daughter3_D051,33.11,6.31,-365.21,32.3,1437.55,2.2,2000,0,0.88,36.16,261.19,5.73,1.42,3.81,600,0.5019,0.00E+00,20.98,54.95,24.07,284.931,2.26,1.14
2022/11/22,52,D3,Daughter3_D052,33.76,6.31,-419.47,33.7,1489.9,2.2,2000,0,0.35,38.4,272,5.75,1.04,4.01,580,0.2673,0.00E+00,30.31,51.37,18.32,260.738,2.35,1.16
2022/11/23,53,D3,Daughter3_D053,33.37,6.33,-417.61,35,1497.9,2.2,2000,0,1.71,37.95,255.58,5.06,0,2.59,650,0.4027,0.00E+00,22.83,55.77,21.4,276.57,2.17,1.15
2022/11/24,54,D3,Daughter3_D054,32.79,6.32,-409.55,35,1510.9,2.2,2000,0,2.33,42.29,247.12,4.94,0,1.85,510,0.4361,0.00E+00,19.79,56.63,23.58,273.173,2.24,1.14
2022/11/25,55,D3,Daughter3_D055,32.98,6.31,-384.95,35.9,1496,2.2,2000,0,3.32,49.5,270.3,5.12,0,2.34,720,0.7105,5.26E-02,20.33,55.85,23.77,324.409,2.69,1.15
2022/11/26,56,D3,Daughter3_D056,33.09,6.3,-417.88,35.8,1485.75,2.4,2000,0,2.68,48.93,277.87,4.92,1.42,4.3,520,0.5436,1.13E-01,18.59,55.82,25.47,243.855,2.26,1.13
2022/11/27,57,D3,Daughter3_D057,33.2,6.28,-415.7,34.4,1483.75,2.4,2000,0,2.17,50.91,274.28,5,1.07,2.29,590,0.5905,0.00E+00,22.6,55.76,21.63,201.022,2.19,1.17
2022/11/28,58,D3,Daughter3_D058,32.71,6.49,-413,37.1,1562.4,2.4,2000,0,2.65,19.82,132.66,4.02,0,0,190,0.2144,0.00E+00,32.47,55.8,11.73,327.716,2.43,0.09
2022/11/29,59,D3,Daughter3_D059,31.51,6.57,-392.62,38.2,1539.7,2.4,2000,0,1.59,40.16,138.64,2.7,0,0,390,0.2589,0.00E+00,25.43,59.26,15.31,229.096,2.16,0.82
2022/11/30,60,D3,Daughter3_D060,33.17,6.35,-422.91,38.1,1471.85,2.4,2000,0,0.95,44.16,218.87,3.33,0,0,540,0.5037,0.00E+00,19.38,56.41,24.21,264.851,2.11,1.19
2022/12/1,61,D3,Daughter3_D061,33.2,6.32,-419.96,38.5,1496.55,2.6,2000,0,1.32,45.36,241.91,4,0,1.23,680,0.5706,0.00E+00,17.69,55.84,26.47,251.25,2.1,1.09
2022/12/2,62,D3,Daughter3_D062,32.64,6.31,-414.95,38.8,1505.6,2.6,2000,0,1.78,47.64,250.67,4.34,0,1.48,520,0.5814,5.35E-02,16.39,56.31,27.24,270.21,2.07,1.18
2022/12/3,63,D3,Daughter3_D063,32.58,6.32,-363.63,39.8,1488.85,2.6,2000,0,2.13,45.03,331.8,6.16,1.32,3.46,880,0.4971,0.00E+00,19.6,55.04,25.36,191.871,2.12,1.16
2022/12/4,64,D3,Daughter3_D064,33.32,6.29,-411.42,40,1497.5,2.6,2000,0,1.91,37.02,262.66,6.15,1.29,1.76,510,0.5725,0.00E+00,18.04,54.95,27.01,377.436,2.21,1.16
2022/12/5,65,D3,Daughter3_D065,32.67,6.29,-403.36,39.4,1470.45,2.6,2000,0,1.23,46.8,361.86,5.78,0,2.17,870,0.6067,4.62E-02,13.87,56.18,29.9,312.588,2.18,1.1
2022/12/6,66,D3,Daughter3_D066,32.94,6.3,-381.29,40.4,1473.3,2.8,2000,0,0.97,38.67,258.39,4.59,0,1.34,520,0.6433,0.00E+00,18.34,55.47,26.19,250.369,2.16,1.1
2022/12/7,67,D3,Daughter3_D067,33.17,6.28,-399.24,41.8,1442.6,2.8,2000,0,1.08,37.24,302.79,5.35,0,1.73,920,0.6435,0.00E+00,17.85,55.36,26.79,97.032,2.18,1.13
2022/12/8,68,D3,Daughter3_D068,33.15,6.36,-405.55,42.6,1562.4,2.8,2000,0,1.05,23.52,190.21,4.69,0,1.37,400,0.4795,0.00E+00,34.69,52.08,13.23,276.15,2.3,0.67
2022/12/9,69,D3,Daughter3_D069,32.92,6.48,-408.67,43.4,1565.55,2.8,2000,0,1.12,28.15,181.81,3.65,0,0,440,0.3935,0.00E+00,22.56,58.37,19.07,270.614,2.81,0.68
2022/12/10,70,D3,Daughter3_D070,33.24,6.37,-420.81,43.5,1565.15,2.8,2000,0,1.82,24.2,144.92,2.58,0,0,350,0.4421,0.00E+00,17.53,55.79,26.68,192.079,2.03,1.12
2022/12/11,71,D3,Daughter3_D071,33.22,6.31,-420.31,43.3,1470.55,3,2000,0,3.14,47.96,235.04,4.96,0.83,1.04,470,0.8337,0.00E+00,16.61,55.03,28.35,246.298,2,1.56
2022/12/12,72,D3,Daughter3_D072,32.75,6.32,-418,44.9,1529.3,3,2000,0,2.61,41.29,232.4,2.88,0.72,1.13,540,0.467,0.00E+00,17.39,56.04,26.56,286.368,2.06,0.91
2022/12/13,73,D3,Daughter3_D073,33.25,6.32,-419.74,45.8,1509.15,3,2000,0,1.62,46.51,286.54,4.37,1.59,1.64,530,0.555,0.00E+00,15.97,56.44,27.59,234.794,2,1.1
2022/12/14,74,D3,Daughter3_D074,31.08,6.36,-419.04,45.2,1557.85,3,2000,0,1.53,45.36,172.41,3.85,0,1.21,360,0.3253,0.00E+00,14.61,58.56,26.83,201.88,2,1.08
2022/12/15,75,D3,Daughter3_D075,33.74,6.38,-426.87,46.4,1490.9,3,2000,0,1.59,44.26,261.35,4.85,0,1.98,520,0.5297,0.00E+00,16.32,56.91,26.76,244.139,2.17,0.96
2022/12/16,76,D3,Daughter3_D076,33.27,6.36,-425.35,45.3,1495.7,3.2,2000,0,1.29,46.51,272.98,4.95,1.61,2.04,630,0.5512,0.00E+00,15.3,56.53,28.16,244.515,2.01,1.11
2022/12/17,77,D3,Daughter3_D077,32.97,6.34,-416.5,44,1454.9,3.2,2000,0,1.19,18.65,141.75,2.22,0,0,520,0.4207,0.00E+00,17.98,56.02,26,206.945,1.82,1.22
2022/12/18,78,D3,Daughter3_D078,33.24,6.39,-414.25,45.8,1441.75,3.2,2000,0,0,27.15,200.9,5.21,0,2.12,460,0.5388,0.00E+00,20.86,57.51,21.63,208.942,2.01,1.1
2022/12/19,79,D3,Daughter3_D079,33.19,6.44,-427.89,45.5,1475,3.2,2000,0,0,19.73,129.04,4.64,0,1.36,580,0.4,0.00E+00,19.68,58.25,22.07,258.39,3.1,0.75
2022/12/20,80,D3,Daughter3_D080,32.97,6.51,-433.26,47.8,1526.65,3.2,2000,0,1.35,8.26,108.91,5.31,0,1.77,350,0.2719,0.00E+00,31.85,53.7,14.45,256.413,4.59,0.42
2022/12/21,81,D3,Daughter3_D081,32.82,6.47,-402.13,47.8,1519,3.4,2000,0,1.63,28.94,100.04,3.45,0,1.44,320,0.3792,0.00E+00,17.67,58.47,23.86,309.943,1.97,1.08
2022/12/22,82,D3,Daughter3_D082,32.52,6.4,-418.81,49,1529.25,3.4,2000,0,1.64,51.72,194.52,4.15,0,0.47,450,0.3699,0.00E+00,17.65,57.63,24.72,243.332,1.98,1.14
2022/12/23,83,D3,Daughter3_D083,33.06,6.38,-419,49.4,1525.6,3.4,2000,0,3.27,51.42,231.62,4.42,0,0.47,600,0.4295,0.00E+00,18.11,57.22,24.67,252.959,2.05,1.14
2022/12/24,84,D3,Daughter3_D084,33,6.38,-419.14,50.6,1493.15,3.4,2000,0,2.07,51.22,242.12,4.63,0,0.83,510,0.418,,,,,280.165,2.03,1.14
2022/12/25,85,D3,Daughter3_D085,33.06,6.36,-418.18,50.6,1522.95,3.4,2000,0,2.08,52.02,234.32,4.67,0,0.95,550,0.419,0.00E+00,16.66,57.46,25.88,260.1,2,1.12
2022/12/26,86,D3,Daughter3_D086,32.98,6.33,-419.84,51.5,1538.3,3.6,2000,0,1.74,47.87,229.08,4.1,0,0.98,480,0.3987,0.00E+00,17.64,56.21,26.15,245.382,2.01,1.09
2022/12/27,87,D3,Daughter3_D087,32.89,6.32,-417.43,52,1506.65,3.6,2000,0,0.39,41.01,228.93,4.06,0,1.06,520,0.4214,0.00E+00,16.7,56.53,26.76,272.611,2,1.15
2022/12/28,88,D3,Daughter3_D088,33.14,6.31,-403.54,53.3,1492.6,3.6,2000,0,4.41,42.96,272.17,4.27,0,0.94,580,0.312,0.00E+00,20.59,54.93,24.47,282.478,2.04,1.16
2022/12/29,89,D3,Daughter3_D089,33,6.29,-411.48,53,1449.3,3.6,2000,0,0.3,46.07,334.54,4.46,0,1.34,710,0.3725,0.00E+00,20.41,54.49,25.1,263.639,2.12,1.14
2022/12/30,90,D3,Daughter3_D090,33.03,6.27,-412.73,53.7,1499.1,3.6,2000,0,2.8,54.49,261.73,4.09,0,1.46,610,0.288,0.00E+00,18.01,56.21,25.78,290.513,2.1,1.15
2022/12/31,91,D3,Daughter3_D091,33.08,6.27,-406.48,54.7,1435.65,3.8,2000,0,4.56,39.83,330.69,4.51,0.99,4.1,780,0.299,0.00E+00,20.83,54.06,25.11,332.247,2.1,1.16
2023/1/1,92,D3,Daughter3_D092,33.33,6.25,-411.76,55.1,1432.05,3.8,2000,0,2.93,48.42,372.6,5.31,0.84,3.58,810,0.3112,0.00E+00,23.39,53.52,23.09,270.599,2.02,1.14
2023/1/2,93,D3,Daughter3_D093,33.02,6.26,-412,55.5,1427.45,3.8,2000,0,3.25,47.37,365.6,5.19,0.86,3.66,710,0.376,0.00E+00,20.31,54.4,25.28,292.783,2.07,1.13
2023/1/3,94,D3,Daughter3_D094,32.83,6.25,-412,55.9,1399.25,3.8,2000,0,0,56.76,387.72,4.92,0,2.85,750,0.3885,0.00E+00,21.48,54.03,24.48,308.49,2.06,0.89
2023/1/4,95,D3,Daughter3_D095,32.43,6.27,-410.35,56.1,1399.85,3.8,2000,0,0,53.93,395.09,4.83,0,2.31,520,0.3218,0.00E+00,23.82,53.86,22.32,294.375,2.1,1.36
2023/1/5,96,D3,Daughter3_D096,32.72,6.27,-412.86,56.5,1435.55,4,2000,0,1.86,53.31,413.99,5.38,0,2.22,710,0.3125,,,,,337.847,2.06,
2023/1/6,97,D3,Daughter3_D097,32.72,6.25,-413.73,55,1418.45,4,2000,0,0.32,48.14,399.02,4.57,0,2.01,710,0.3438,0.00E+00,19.61,55.01,25.38,312.259,2.05,1.15
2023/1/7,98,D3,Daughter3_D098,32.71,6.26,-413.85,57.7,1441.7,4,2000,0,0,48.38,409.23,4.96,0,2.18,1130,0.3238,0.00E+00,16.79,55.08,28.13,357.493,2.14,1.18
2023/1/8,99,D3,Daughter3_D099,32.77,6.25,-406.19,57.9,1402.4,4,2000,0,3.04,51.34,392.85,6.04,0,2,1040,0.2754,0.00E+00,21.26,53.54,25.2,241.643,2.12,1.16
2023/1/9,100,D3,Daughter3_D100,32.86,6.24,-411.19,57.8,1398.2,4,2000,0,0.31,47.12,384.07,4.89,0,2.11,740,0.3303,,,,,324.461,2.1,1.12
2023/1/10,101,D3,Daughter3_D101,33.03,6.21,-413.67,57.2,1408.95,4,2000,0,1.91,57.44,383.25,5.05,0,2.16,740,0.3799,8.20E-02,19.45,53.85,26.61,330.865,2.06,1.15
2023/1/11,102,D3,Daughter3_D102,32.92,6.24,-415.45,57.1,1407.15,4,2000,0,0.67,49.11,367.66,5.26,0,2.97,730,0.3215,0.00E+00,23.46,52.43,24.11,310.44,2.09,1.06
2023/1/12,103,D3,Daughter3_D103,32.93,6.24,-414.63,57.6,1407.85,4,2000,0,0.99,42.77,365.42,5.22,0,2.92,1070,0.3218,0.00E+00,22.36,53.16,24.48,337.968,2.08,1.16
2023/1/13,104,D3,Daughter3_D104,33,6.22,-412.43,58,1430.25,4,2000,0,0.62,55.41,385.03,5.48,0,3.3,450,0.3556,0.00E+00,17.45,54.46,28.09,340.618,2.07,1.16
2023/1/14,105,D3,Daughter3_D105,33.58,6.24,-401.87,58.3,1436.85,4,2000,0,2.42,46.92,422.25,6.16,0,3.78,740,0.3974,0.00E+00,20.86,53.31,25.83,297.423,2.04,1.15
2023/1/15,106,D3,Daughter3_D106,32.23,6.23,-406.03,57.5,1409,4,2000,0,3.08,69.68,434.56,6.17,0,6.7,740,0.3225,0.00E+00,22.48,52.53,24.99,319.641,2.05,1.17
2023/1/16,107,D3,Daughter3_D107,32.68,6.24,-408.18,58.2,1425.3,4,2000,0,1.65,68.04,422.65,5.68,0,5.07,1040,0.4006,0.00E+00,17.45,54.05,28.51,349.938,2.03,
2023/1/17,108,D3,Daughter3_D108,32.88,6.25,-408.61,57.4,1408.2,4,2000,0,0.69,68.81,464.58,6.8,1,6.47,820,0.4275,0.00E+00,17.61,54,28.39,351.556,2.09,1.17
2023/1/18,109,D3,Daughter3_D109,33.02,6.27,-414.83,58.1,1433.4,4,2000,0,2.22,55.09,452.96,5.63,0,6.81,890,0.3131,0.00E+00,18.44,53.85,27.71,313.093,1.97,1.14
2023/1/19,110,D3,Daughter3_D110,32.77,6.27,-416.55,58.1,1439.5,4,2000,0,1.69,64.97,446.75,5.88,0,8.93,820,0.3717,0.00E+00,16.06,54.07,29.87,354.715,2.05,1.18
2022/10/2,1,D4,Daughter4_D001,33.24,6.53,-432,3.71,1407.7,0.2,2000,133.1,0.02,76.32,54.02,7.46,0,6.13,350,1.0566,0.00E+00,27.21,53.3,19.48,299.54,2,1.12
2022/10/3,2,D4,Daughter4_D002,33.09,6.51,-434.09,4.82,1482.35,0.2,2000,133.1,0.32,50.28,33.77,3.96,0,3.71,140,0.6652,0.00E+00,23.04,54.59,22.37,274.517,2.04,1.08
